COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Medium	p_Small	p_Large	N_Medium	N_Small	N_Large
mRNA-degrading endonuclease (mRNA interferase) HigB, toxic component of the HigAB toxin-antitoxin module (HigB) (PDB:5IFG)	2.3335932700004745	0.31136275398647856	0.8014586537701076	Large	COG4680	GC_00013320, GC_00014394, GC_00017161, GC_00018021, GC_00021151, GC_00028732	0.1523	0.0667	0.2667	151	15	15
2-phospho-L-lactate guanylyltransferase, coenzyme F420 biosynthesis enzyme, CobY/MobA/RfbA family (PDB:6BWH)	2.3268412198298654	0.31241569883860143	0.8024795401540546	Medium	COG1920	GC_00027594, GC_00027765, GC_00037970, GC_00062119, GC_00063182, GC_00074625, GC_00078232	0.0728	0	0	151	15	15
F420-0:Gamma-glutamyl ligase (F420 biosynthesis) (CofE) (PDB:2G9I)	2.3268412198298654	0.31241569883860143	0.8024795401540546	Medium	COG1478	GC_00012299	0.0728	0	0	151	15	15
Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family (CofD) (PDB:1ZX8) (PUBMED:11888293;18252724)	2.3268412198298654	0.31241569883860143	0.8024795401540546	Medium	COG0391	GC_00015217, GC_00020356	0.0728	0	0	151	15	15
DNA-binding protein H-NS (Hns) (PDB:1HNR)	2.3149523625774053	0.3142783624124399	0.8066991135961019	Small, Large	COG2916	GC_00008296, GC_00008946, GC_00009667, GC_00009843, GC_00010342, GC_00011256, GC_00012709, GC_00013345, GC_00015295, GC_00020203, GC_00024274, GC_00028634, GC_00028644, GC_00028776, GC_00031777, GC_00038935, GC_00038936, GC_00038937, GC_00038938, GC_00038939, GC_00065839, GC_00073168	0.2384	0.4	0.3333	151	15	15
Predicted ABC-type sugar transport system, permease component	2.2249589027112178	0.3287428478370356	0.8432368992071655	Medium	COG4158	GC_00004543, GC_00005908	0.8146	0.7333	0.6667	151	15	15
Uncharacterized metal-binding protein, DUF411 family	2.1864872157496853	0.335127705994886	0.8584137050204212	Small, Large	COG3019	GC_00010374, GC_00026696	0.0861	0.2	0.1333	151	15	15
Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)	2.186487215749683	0.3351277059948864	0.8584137050204212	Medium	COG1487	GC_00005870, GC_00006003, GC_00006366, GC_00007164, GC_00007223, GC_00008021, GC_00010251, GC_00011163, GC_00013317, GC_00013642, GC_00014039, GC_00015261, GC_00017008, GC_00018190, GC_00020989, GC_00024162, GC_00026038, GC_00027973, GC_00030842, GC_00033321, GC_00033631, GC_00034171, GC_00044915, GC_00049674, GC_00055563, GC_00061735, GC_00075979	0.9139	0.8667	0.8	151	15	15
Antitoxin component HigA of the HigAB toxin-antitoxin module, contains an N-terminal HTH domain (HigA)	2.118983324275627	0.3466319717069782	0.8872617391634305	Medium, Large	COG5499	GC_00012676, GC_00014325, GC_00014893, GC_00014964, GC_00018059, GC_00020858, GC_00031194, GC_00049163	0.1722	0.0667	0.2667	151	15	15
Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase (SpsG)	2.1029398024137853	0.3494237530456635	0.893784048934096	Medium	COG3980	GC_00013566, GC_00066069	0.0662	0	0	151	15	15
Malic enzyme (SfcA) (PDB:1DO8)	2.040899997695125	0.3604327093701383	0.9163060391065136	Medium	COG0281	GC_00003931, GC_00005737, GC_00005963, GC_00010623, GC_00038932	0.9404	0.8667	0.8667	151	15	15
Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module (RelB) (PDB:4ML0)	2.040899997695124	0.36043270937013855	0.9163060391065136	Small, Large	COG3077	GC_00012750, GC_00028841, GC_00036512	0.0596	0.1333	0.1333	151	15	15
Predicted transcriptional regulator (PDB:6CYJ)	2.040899997695124	0.36043270937013855	0.9163060391065136	Small, Large	COG3800	GC_00013349, GC_00016548	0.0596	0.1333	0.1333	151	15	15
Large exoprotein involved in heme utilization or adhesion (FhaB) (PDB:4RM6)!!!Uncharacterized peptidoglycan binding protein, contains LysM and FecR  domains	2.040654281765351	0.36047699411960166	0.9163060391065136	Medium	COG3210!!!COG4254	GC_00006768, GC_00007133, GC_00014672, GC_00021213, GC_00023703, GC_00024405, GC_00026055, GC_00028968, GC_00032172, GC_00032374, GC_00042813, GC_00042814, GC_00042815, GC_00043258, GC_00061733	0.9801	0.9333	0.9333	151	15	15
Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit (AcoB) (PDB:2OZL)!!!TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha (AcoA) (PDB:1DTW)	2.0406542817653506	0.36047699411960177	0.9163060391065136	Small, Large	COG0022!!!COG1071	GC_00031840, GC_00035697, GC_00060985, GC_00075371	0.0199	0.0667	0.0667	151	15	15
Ribosomal protein L16 Arg81 hydroxylase, contains JmjC domain (RoxA) (PDB:1VRB)	2.0406542817653506	0.36047699411960177	0.9163060391065136	Small, Large	COG2850	GC_00021805, GC_00050757	0.0199	0.0667	0.0667	151	15	15
Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)!!!Predicted O-linked N-acetylglucosamine transferase, SPINDLY family (Spy) (PDB:2JLB)	2.0406542817653506	0.36047699411960177	0.9163060391065136	Small, Large	COG0463!!!COG3914	GC_00018451	0.0199	0.0667	0.0667	151	15	15
Adenylate cyclase, class 3 (AcyC) (PDB:1AB8)!!!Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)!!!TolB amino-terminal domain (function unknown) (TolBN) (PDB:1C5K) (PUBMED:10673426;24821816)	2.0406542817653506	0.36047699411960177	0.9163060391065136	Small, Large	COG2114!!!COG3063!!!COG5616	GC_00020679, GC_00039250	0.0199	0.0667	0.0667	151	15	15
Predicted ATP-binding protein involved in virulence	2.0406542817653506	0.36047699411960177	0.9163060391065136	Small, Large	COG3950	GC_00047581, GC_00052190, GC_00052437, GC_00055619, GC_00066535, GC_00072235	0.0199	0.0667	0.0667	151	15	15
Saccharopine dehydrogenase, NADP-dependent (Lys9) (PDB:1E5L)	2.018365557093338	0.3645167487904643	0.9214661850885066	Small, Large	COG1748	GC_00028212, GC_00029092, GC_00030572, GC_00031447, GC_00041573, GC_00051658, GC_00055685	0.0464	0.1333	0.0667	151	15	15
DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)!!!DNA-binding transcriptional regulator, GntR family (MngR) (PDB:2WV0)	2.018365557093338	0.3645167487904643	0.9214661850885066	Small, Large	COG1802!!!COG2188	GC_00012789	0.0464	0.1333	0.0667	151	15	15
Chromate resistance protein ChrB1 (ChrB1)	2.018365557093338	0.3645167487904643	0.9214661850885066	Small, Large	COG4275	GC_00014075, GC_00048128, GC_00065128	0.0464	0.0667	0.1333	151	15	15
Phage large terminase packaging protein	2.018365557093338	0.3645167487904643	0.9214661850885066	Small, Large	COG5323	GC_00012528, GC_00033554	0.0464	0.0667	0.1333	151	15	15
Uncharacterized membrane protein YbaN, DUF454 family (YbaN)	2.018365557093338	0.3645167487904643	0.9214661850885066	Small, Large	COG2832	GC_00013025	0.0464	0.0667	0.1333	151	15	15
Cephalosporin-C deacetylase or related acetyl esterase (Axe1) (PDB:1L7A)	2.018365557093338	0.3645167487904643	0.9214661850885066	Small, Large	COG3458	GC_00012807	0.0464	0.1333	0.0667	151	15	15
Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme) (FmhB) (PDB:1LRZ)	2.018365557093338	0.3645167487904643	0.9214661850885066	Small, Large	COG2348	GC_00018105, GC_00034453, GC_00062334, GC_00063090, GC_00078860	0.0464	0.1333	0.0667	151	15	15
Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)!!!2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase (UbiG) (PDB:1BHJ)	2.018365557093338	0.3645167487904643	0.9214661850885066	Small, Large	COG0457!!!COG2227	GC_00012782	0.0464	0.1333	0.0667	151	15	15
EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase (EntF) (PDB:5ES5)	2.014405176563113	0.3652392764429063	0.9226567947607303	Medium, Large	COG1020	GC_00013744, GC_00037012, GC_00042207, GC_00058865, GC_00059805, GC_00060160, GC_00060498	0.0728	0	0.1333	151	15	15
O-Methyltransferase involved in polyketide biosynthesis (YktD) (PDB:1RJD)	2.0122678362727453	0.36562980538963535	0.9230076573772763	Small	COG3315	GC_00014713, GC_00015265, GC_00017099, GC_00018647, GC_00059781	0.1325	0.2667	0.1333	151	15	15
Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)!!!Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)	1.9498565347549892	0.3772194115303248	0.9503027482783201	Large	COG0438!!!COG0463	GC_00026328, GC_00027365, GC_00032539, GC_00047496, GC_00059300, GC_00063930, GC_00063931, GC_00064089, GC_00064406, GC_00069390, GC_00073492, GC_00074610, GC_00079114	0.0927	0.0667	0.2	151	15	15
Surfactin synthase thioesterase subunit (GrsT) (PDB:6VAP)	1.9498565347549892	0.3772194115303248	0.9503027482783201	Large	COG3208	GC_00011930, GC_00025163, GC_00026979, GC_00042900, GC_00065909	0.0927	0.0667	0.2	151	15	15
Kynureninase (Bna5)	1.9498565347549852	0.3772194115303255	0.9503027482783201	Medium, Small	COG3844	GC_00003766, GC_00021553, GC_00055720	0.9073	0.9333	0.8	151	15	15
Type II secretory pathway ATPase component GspA/ExeA/MshM (ExeA) (PUBMED:21378198)	1.9202778549607364	0.38283969532611956	0.9637995898807182	Medium, Large	COG3267	GC_00010419, GC_00037143, GC_00037267	0.106	0	0.1333	151	15	15
Phosphatidylglycerol kinase, diacylglycerol kinase family (LCB5) (PDB:2BON) (PUBMED:17351295)	1.8816419626171965	0.39030726881464933	0.9777051743752793	Medium	COG1597	GC_00014299, GC_00023221, GC_00033650	0.0596	0	0	151	15	15
Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family (Mrp) (PDB:2PH1) (PUBMED:18616280;19114487;31709520)!!!Capsular polysaccharide biosynthesis protein YveK (YveK)	1.8816419626171965	0.39030726881464933	0.9777051743752793	Medium	COG0489!!!COG3944	GC_00018072, GC_00031391, GC_00069417, GC_00076306	0.0596	0	0	151	15	15
UDP-N-acetylglucosamine transferase subunit ALG13 (PDB:2JZC)	1.8816419626171965	0.39030726881464933	0.9777051743752793	Medium	COG5017	GC_00017068, GC_00025641	0.0596	0	0	151	15	15
PAS domain (PAS) (PDB:2MWG)!!!Signal transduction histidine kinase NtrB, nitrogen specific (NtrB) (PUBMED:23893111)	1.8816419626171965	0.39030726881464933	0.9777051743752793	Medium	COG2202!!!COG3852	GC_00020932, GC_00023299, GC_00030851	0.0596	0	0	151	15	15
Predicted Fe-S protein YdhL, DUF1289 family (YdhL)	1.8816419626171932	0.39030726881465	0.9777051743752793	Small, Large	COG3313	GC_00003376, GC_00016979	0.9404	1	1	151	15	15
Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX (PiuC) (PDB:3DKQ)	1.8816419626171932	0.39030726881465	0.9777051743752793	Small, Large	COG3128	GC_00003233, GC_00035193, GC_00039644, GC_00066780, GC_00067002	0.9404	1	1	151	15	15
Predicted small integral membrane protein (PUBMED:15071504)	1.8816419626171932	0.39030726881465	0.9777051743752793	Small, Large	COG5477	GC_00003422, GC_00078968	0.9404	1	1	151	15	15
CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!Signal transduction histidine kinase NarQ, nitrate/nitrite-specific (NarQ)!!!Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)	1.8806768480280012	0.39049565988543733	0.9777051743752793	Medium, Large	COG0784!!!COG3850!!!COG4191	GC_00007624, GC_00018446	0.0993	0	0.1333	151	15	15
Thymidine phosphorylase (DeoA) (PDB:1AZY)	1.8785351464810531	0.3909140464396653	0.9780850766307588	Medium, Small	COG0213	GC_00010219	0.0861	0.1333	0	151	15	15
H+/Cl- antiporter ClcA (ClcA) (PDB:1KPK)	1.873393554539706	0.391920299576694	0.9792667975799152	Medium	COG0038	GC_00005009, GC_00010292, GC_00011151, GC_00011922	0.8146	0.6667	0.8	151	15	15
Plasmid maintenance system killer protein (HigB)	1.8733935545397034	0.39192029957669455	0.9792667975799152	Small, Large	COG3549	GC_00009518, GC_00014378, GC_00016176, GC_00018846, GC_00020324, GC_00021831, GC_00027271, GC_00032738, GC_00064124	0.1854	0.2	0.3333	151	15	15
Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)!!!Catechol-2,3-dioxygenase (CatE)	1.811591722680113	0.40422005393970933	1	Small, Large	COG0346!!!COG2514	GC_00010365, GC_00023334	0.0927	0.1333	0.2	151	15	15
Uncharacterized copper-binding protein, cupredoxin-like subfamily	1.8115917226801102	0.40422005393970994	1	Medium	COG4454	GC_00003506, GC_00012961	0.9073	0.8667	0.8	151	15	15
Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957)	1.81159172268011	0.40422005393970994	1	Medium	COG2801!!!COG2963	GC_00000366, GC_00005415, GC_00007075, GC_00007090, GC_00007113, GC_00007679, GC_00008984, GC_00008996, GC_00009798, GC_00010414, GC_00013207, GC_00017392, GC_00020617, GC_00021839, GC_00022435, GC_00023943, GC_00028321, GC_00028333, GC_00028335, GC_00028336, GC_00028453, GC_00028998, GC_00029307, GC_00030213, GC_00030551, GC_00038572, GC_00038621, GC_00038678, GC_00043457, GC_00043931, GC_00048598, GC_00049363, GC_00051735, GC_00052504, GC_00071212	0.9073	0.8	0.8667	151	15	15
Peptide antibiotic transporter SbmA/BacA, ABC-type permease family (SbmA) (PUBMED:24078611)	1.7667145953416772	0.41339269696641245	1	Medium	COG1133	GC_00009088	0.0993	0	0.0667	151	15	15
Uncharacterized conserved protein, DUF917 family (PDB:2O3I)	1.7667145953416772	0.41339269696641245	1	Medium	COG3535	GC_00011819, GC_00021812	0.0993	0	0.0667	151	15	15
Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)!!!Predicted phosphohydrolase, protein tyrosine phosphatase (PTP) superfamily, DUF442 family (PDB:2F46)	1.7524139197194655	0.41635918746390066	1	Large	COG0491!!!COG3453	GC_00018366, GC_00035574	0.0199	0	0.0667	151	15	15
Putative phospholipid scramblase YxjI, Tubby2 superfamily (YxjI) (PDB:1ZXU) (PUBMED:19010806)	1.7524139197194655	0.41635918746390066	1	Small	COG4894	GC_00021929	0.0199	0.0667	0	151	15	15
Sugar-specific transcriptional regulator TrmB (YrhO) (PDB:5BPD)	1.7524139197194655	0.41635918746390066	1	Small	COG1378	GC_00024549, GC_00061809	0.0199	0.0667	0	151	15	15
Archaeosine tRNA-ribosyltransferase, contains uracil-DNA-glycosylase and PUA domains (ArcS) (PDB:2Q07) (PUBMED:22032275;31740832)	1.7524139197194655	0.41635918746390066	1	Large	COG1549	GC_00021250	0.0199	0	0.0667	151	15	15
Uncharacterized conserved protein, DUF1152 domain	1.7524139197194655	0.41635918746390066	1	Large	COG4034	GC_00021499	0.0199	0	0.0667	151	15	15
Acyl carrier protein (AcpP) (PDB:1ACP)!!!O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)!!!EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase (EntF) (PDB:5ES5)!!!Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase (EntF2) (PDB:5JA1)	1.7524139197194655	0.41635918746390066	1	Small	COG0236!!!COG0318!!!COG1020!!!COG3319	GC_00021392	0.0199	0.0667	0	151	15	15
Na+/proline symporter (PutP) (PDB:5NVA)!!!Signal transduction histidine kinase (BaeS) (PDB:1JOY)	1.7524139197194655	0.41635918746390066	1	Large	COG0591!!!COG0642	GC_00019135	0.0199	0	0.0667	151	15	15
Glucose/arabinose dehydrogenase, beta-propeller fold (YliI) (PDB:1C9U)!!!Cytochrome c2 (Cyc7) (PDB:1YEA)	1.7524139197194655	0.41635918746390066	1	Large	COG2133!!!COG3474	GC_00017051	0.0199	0	0.0667	151	15	15
Predicted periplasmic protein YdeI with OB-fold, BOF family (YdeI) (PDB:1NNX) (PUBMED:15178340)	1.7524139197194655	0.41635918746390066	1	Large	COG3111	GC_00035413, GC_00051011, GC_00069375	0.0199	0	0.0667	151	15	15
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)!!!DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)	1.7524139197194655	0.41635918746390066	1	Large	COG0596!!!COG2197	GC_00034357, GC_00048526, GC_00078473	0.0199	0	0.0667	151	15	15
Uncharacterized protein, contains GIY-YIG domain	1.7524139197194655	0.41635918746390066	1	Large	COG3680	GC_00042197, GC_00065596, GC_00073504, GC_00074456	0.0199	0	0.0667	151	15	15
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)!!!DNA-binding winged helix-turn-helix (wHTH) domain (CadC1)	1.7524139197194655	0.41635918746390066	1	Large	COG0596!!!COG3710	GC_00026632, GC_00049605	0.0199	0	0.0667	151	15	15
Spermidine synthase (polyamine aminopropyltransferase) (SpeE) (PDB:6BQ2)!!!Predicted spermidine synthase with an N-terminal membrane domain	1.7524139197194655	0.41635918746390066	1	Large	COG0421!!!COG4262	GC_00021125	0.0199	0	0.0667	151	15	15
DNA-binding transcriptional regulator DnrI/AfsR/EmbR, SARP family, contains BTAD domain (DnrI) (PDB:2FEZ) (PUBMED:12625841)	1.7524139197194655	0.41635918746390066	1	Large	COG3629	GC_00039270, GC_00040289, GC_00069048, GC_00074068	0.0199	0	0.0667	151	15	15
Adenylosuccinate synthase (PurA) (PDB:1ADE)!!!Adenylate kinase or related kinase (Adk) (PDB:1AK2)	1.7524139197194655	0.41635918746390066	1	Large	COG0104!!!COG0563	GC_00025637, GC_00054790	0.0199	0	0.0667	151	15	15
Mannosyltransferase OCH1 or related enzyme (OCH1)	1.7524139197194655	0.41635918746390066	1	Large	COG3774	GC_00052060, GC_00064372, GC_00070760, GC_00077693	0.0199	0	0.0667	151	15	15
Cdc6-related protein, AAA superfamily ATPase (CDC6) (PDB:1FNN)	1.7524139197194655	0.41635918746390066	1	Large	COG1474	GC_00039419, GC_00059602, GC_00066716, GC_00076770	0.0199	0	0.0667	151	15	15
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)!!!Uncharacterized conserved protein, RmlC-like cupin domain (RmlC)	1.7524139197194655	0.41635918746390066	1	Large	COG0596!!!COG4101	GC_00021891, GC_00040929	0.0199	0	0.0667	151	15	15
ABC-type uncharacterized transport system, permease component	1.7524139197194655	0.41635918746390066	1	Large	COG4120	GC_00036709, GC_00050903, GC_00060526	0.0199	0	0.0667	151	15	15
DNA polymerase B elongation subunit (PolB) (PDB:6P1H)	1.7524139197194655	0.41635918746390066	1	Small	COG0417	GC_00027250, GC_00027744, GC_00061648, GC_00064389	0.0199	0.0667	0	151	15	15
Mu-like prophage major head subunit gpT (gpT)	1.7524139197194655	0.41635918746390066	1	Small	COG4397	GC_00049416, GC_00057987, GC_00063401, GC_00075753	0.0199	0.0667	0	151	15	15
ABC-type uncharacterized transport system, ATPase component (PhnK)	1.7524139197194655	0.41635918746390066	1	Large	COG1101	GC_00030988, GC_00042985, GC_00056478	0.0199	0	0.0667	151	15	15
Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)!!!K+-sensing histidine kinase KdpD (KdpD) (PDB:2KSF)	1.7524139197194655	0.41635918746390066	1	Small	COG0642!!!COG0745!!!COG2205	GC_00026134, GC_00073359	0.0199	0.0667	0	151	15	15
Secreted phosphatase, PhoX family (PhoX) (PDB:3ZWU)!!!Uncharacterized conserved protein, contains a phytase-like domain	1.7524139197194655	0.41635918746390066	1	Large	COG3211!!!COG4222	GC_00026004, GC_00039007	0.0199	0	0.0667	151	15	15
Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)!!!Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)!!!Uncharacterized protein, contains DUF3084 domain	1.7524139197194655	0.41635918746390066	1	Large	COG0438!!!COG0463!!!COG4372	GC_00021982	0.0199	0	0.0667	151	15	15
Phosphate starvation-inducible membrane PsiE (function unknown) (PsiE)	1.7524139197194655	0.41635918746390066	1	Large	COG3223	GC_00018889, GC_00063942	0.0199	0	0.0667	151	15	15
Fructosamine-3-kinase (FN3K) (PDB:3F7W)	1.7524139197194655	0.41635918746390066	1	Large	COG3001	GC_00020928	0.0199	0	0.0667	151	15	15
2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family (UshA) (PDB:1HO5)!!!Copper-binding protein CopC (methionine-rich) (CopC) (PDB:1IX2)!!!Predicted extracellular nuclease	1.7524139197194655	0.41635918746390066	1	Large	COG0737!!!COG2372!!!COG2374	GC_00028048, GC_00052359	0.0199	0	0.0667	151	15	15
Acyl carrier protein (AcpP) (PDB:1ACP)!!!EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase (EntF) (PDB:5ES5)!!!Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs (Lys2b) (PDB:5MSP)	1.7524139197194655	0.41635918746390066	1	Large	COG0236!!!COG1020!!!COG3320	GC_00024889, GC_00073412	0.0199	0	0.0667	151	15	15
SirA-like two-layered alpha/beta sandwich domain, DUF2249 family	1.7524139197194655	0.41635918746390066	1	Large	COG4309	GC_00031986, GC_00033012, GC_00057667	0.0199	0	0.0667	151	15	15
Predicted transcriptional regulator, contains an HTH and PUA-like domains	1.7524139197194655	0.41635918746390066	1	Small	COG4933	GC_00032980, GC_00061981, GC_00063303	0.0199	0.0667	0	151	15	15
Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)!!!Uncharacterized conserved protein, contains caspase domain (PDB:3UO8)!!!Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)	1.7524139197194655	0.41635918746390066	1	Large	COG3063!!!COG4249!!!COG4783	GC_00026771, GC_00065702	0.0199	0	0.0667	151	15	15
